NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
CIRO GOMES,16,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,PDT,60,95,-31.41482,-52.17194,TURUÇU
FELIPE D'AVILA,1,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,NOVO,60,95,-31.41482,-52.17194,TURUÇU
Nulo,4,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,#NULO#,60,95,-31.41482,-52.17194,TURUÇU
JAIR BOLSONARO,149,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,PL,60,95,-31.41482,-52.17194,TURUÇU
LULA,107,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,PT,60,95,-31.41482,-52.17194,TURUÇU
SIMONE TEBET,16,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,MDB,60,95,-31.41482,-52.17194,TURUÇU
CONSTITUINTE EYMAEL,1,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,DC,60,95,-31.41482,-52.17194,TURUÇU
Branco,3,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,#NULO#,60,95,-31.41482,-52.17194,TURUÇU
SORAYA THRONICKE,1,GRUPO ESCOLAR DR. URBANO GARCIA,Presidente,UNIÃO,60,95,-31.41482,-52.17194,TURUÇU
VICENTE BOGO,1,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,PSB,60,95,-31.41482,-52.17194,TURUÇU
VIEIRA DA CUNHA,4,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,PDT,60,95,-31.41482,-52.17194,TURUÇU
ARGENTA,2,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,PSC,60,95,-31.41482,-52.17194,TURUÇU
LUIS CARLOS HEINZE,16,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,PP,60,95,-31.41482,-52.17194,TURUÇU
EDEGAR PRETTO,55,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,PT,60,95,-31.41482,-52.17194,TURUÇU
ONYX LORENZONI,92,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,PL,60,95,-31.41482,-52.17194,TURUÇU
Branco,13,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,#NULO#,60,95,-31.41482,-52.17194,TURUÇU
Nulo,8,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,#NULO#,60,95,-31.41482,-52.17194,TURUÇU
EDUARDO LEITE,107,GRUPO ESCOLAR DR. URBANO GARCIA,Governador,PSDB,60,95,-31.41482,-52.17194,TURUÇU
OLÍVIO DUTRA,80,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,PT,60,95,-31.41482,-52.17194,TURUÇU
Branco,18,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,#NULO#,60,95,-31.41482,-52.17194,TURUÇU
MARISTELA ZANOTTO,1,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,PSC,60,95,-31.41482,-52.17194,TURUÇU
FABIANA SANGUINÉ,1,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,PSTU,60,95,-31.41482,-52.17194,TURUÇU
COMANDANTE NÁDIA,9,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,PP,60,95,-31.41482,-52.17194,TURUÇU
PROFESSOR NADO,1,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,AVANTE,60,95,-31.41482,-52.17194,TURUÇU
Nulo,12,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,#NULO#,60,95,-31.41482,-52.17194,TURUÇU
SANNY FIGUEIREDO,1,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,PSB,60,95,-31.41482,-52.17194,TURUÇU
HAMILTON MOURÃO,119,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,REPUBLICANOS,60,95,-31.41482,-52.17194,TURUÇU
ANA AMÉLIA LEMOS,56,GRUPO ESCOLAR DR. URBANO GARCIA,Senador,PSD,60,95,-31.41482,-52.17194,TURUÇU
CARLOS GOMES,3,GRUPO ESCOLAR DR. URBANO GARCIA,Deputado Federal,REPUBLICANOS,60,95,-31.41482,-52.17194,TURUÇU
Branco,17,GRUPO ESCOLAR DR. URBANO GARCIA,Deputado Federal,#NULO#,60,95,-31.41482,-52.17194,TURUÇU
