NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,7,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Presidente,#NULO#,25,1,-32.55833,-53.37313,JAGUARÃO
Nulo,4,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Presidente,#NULO#,25,1,-32.55833,-53.37313,JAGUARÃO
LULA,130,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Presidente,PT,25,1,-32.55833,-53.37313,JAGUARÃO
JAIR BOLSONARO,88,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Presidente,PL,25,1,-32.55833,-53.37313,JAGUARÃO
SORAYA THRONICKE,3,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Presidente,UNIÃO,25,1,-32.55833,-53.37313,JAGUARÃO
SIMONE TEBET,16,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Presidente,MDB,25,1,-32.55833,-53.37313,JAGUARÃO
CIRO GOMES,4,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Presidente,PDT,25,1,-32.55833,-53.37313,JAGUARÃO
LUIS CARLOS HEINZE,7,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,PP,25,1,-32.55833,-53.37313,JAGUARÃO
RICARDO JOBIM,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,NOVO,25,1,-32.55833,-53.37313,JAGUARÃO
EDEGAR PRETTO,94,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,PT,25,1,-32.55833,-53.37313,JAGUARÃO
EDUARDO LEITE,64,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,PSDB,25,1,-32.55833,-53.37313,JAGUARÃO
VIEIRA DA CUNHA,6,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,PDT,25,1,-32.55833,-53.37313,JAGUARÃO
REJANE DE OLIVEIRA,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,PSTU,25,1,-32.55833,-53.37313,JAGUARÃO
ONYX LORENZONI,56,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,PL,25,1,-32.55833,-53.37313,JAGUARÃO
VICENTE BOGO,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,PSB,25,1,-32.55833,-53.37313,JAGUARÃO
Nulo,7,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,#NULO#,25,1,-32.55833,-53.37313,JAGUARÃO
Branco,15,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Governador,#NULO#,25,1,-32.55833,-53.37313,JAGUARÃO
Branco,22,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,#NULO#,25,1,-32.55833,-53.37313,JAGUARÃO
ANA AMÉLIA LEMOS,42,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,PSD,25,1,-32.55833,-53.37313,JAGUARÃO
Nulo,15,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,#NULO#,25,1,-32.55833,-53.37313,JAGUARÃO
FABIANA SANGUINÉ,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,PSTU,25,1,-32.55833,-53.37313,JAGUARÃO
SANNY FIGUEIREDO,3,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,PSB,25,1,-32.55833,-53.37313,JAGUARÃO
OLÍVIO DUTRA,111,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,PT,25,1,-32.55833,-53.37313,JAGUARÃO
COMANDANTE NÁDIA,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,PP,25,1,-32.55833,-53.37313,JAGUARÃO
HAMILTON MOURÃO,57,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Senador,REPUBLICANOS,25,1,-32.55833,-53.37313,JAGUARÃO
POMPEO DE MATTOS,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PDT,25,1,-32.55833,-53.37313,JAGUARÃO
MARIA DO ROSÁRIO,7,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PT,25,1,-32.55833,-53.37313,JAGUARÃO
GIOVANI CHERINI,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PL,25,1,-32.55833,-53.37313,JAGUARÃO
MARCELO BAGÉ,2,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PL,25,1,-32.55833,-53.37313,JAGUARÃO
DANIEL TRZECIAK 'DANIEL DA TV',5,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PSDB,25,1,-32.55833,-53.37313,JAGUARÃO
PROFESSOR TÓVI,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PL,25,1,-32.55833,-53.37313,JAGUARÃO
AFONSO HAMM,2,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PP,25,1,-32.55833,-53.37313,JAGUARÃO
RICARDO WAGNER,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PTB,25,1,-32.55833,-53.37313,JAGUARÃO
ALEXANDRE LINDENMEYER,47,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PT,25,1,-32.55833,-53.37313,JAGUARÃO
DOUGLAS MAESTRO PIFADOR,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,UNIÃO,25,1,-32.55833,-53.37313,JAGUARÃO
MARCON,8,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PT,25,1,-32.55833,-53.37313,JAGUARÃO
MARISA PROTETORA DE ANIMAIS,2,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PSB,25,1,-32.55833,-53.37313,JAGUARÃO
FERNANDA MELCHIONNA,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PSOL,25,1,-32.55833,-53.37313,JAGUARÃO
ANY ORTIZ,12,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,CIDADANIA,25,1,-32.55833,-53.37313,JAGUARÃO
SANDERSON,4,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PL,25,1,-32.55833,-53.37313,JAGUARÃO
BIBO NUNES,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PL,25,1,-32.55833,-53.37313,JAGUARÃO
DR FAVIO TELIS,78,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,MDB,25,1,-32.55833,-53.37313,JAGUARÃO
MARLON SANTOS,4,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PL,25,1,-32.55833,-53.37313,JAGUARÃO
RENAN SANTOS,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,AVANTE,25,1,-32.55833,-53.37313,JAGUARÃO
TENENTE CORONEL ZUCCO,13,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,REPUBLICANOS,25,1,-32.55833,-53.37313,JAGUARÃO
RENATO MOLLING,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PP,25,1,-32.55833,-53.37313,JAGUARÃO
LUIZ JACOMINI,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,CIDADANIA,25,1,-32.55833,-53.37313,JAGUARÃO
JURANDIR SILVA,1,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,PSOL,25,1,-32.55833,-53.37313,JAGUARÃO
MARCEL VAN HATTEM,2,INSTITUTO DE EDUCACAO ESPIRITO SANTO,Deputado Federal,NOVO,25,1,-32.55833,-53.37313,JAGUARÃO
