NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
PADRE KELMON,1,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,PTB,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
CIRO GOMES,7,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,PDT,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
LULA,135,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,PT,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
SIMONE TEBET,13,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,MDB,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
LÉO PÉRICLES,1,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,UP,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
JAIR BOLSONARO,54,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,PL,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
Branco,4,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,#NULO#,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
Nulo,5,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,#NULO#,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
FELIPE D'AVILA,1,ESC. PEDRO BRIZOLARA DE SOUZA,Presidente,NOVO,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
ONYX LORENZONI,36,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,PL,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
Nulo,7,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,#NULO#,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
Branco,16,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,#NULO#,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
RICARDO JOBIM,1,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,NOVO,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
EDEGAR PRETTO,94,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,PT,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
EDUARDO LEITE,58,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,PSDB,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
LUIS CARLOS HEINZE,3,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,PP,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
ARGENTA,1,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,PSC,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
VIEIRA DA CUNHA,5,ESC. PEDRO BRIZOLARA DE SOUZA,Governador,PDT,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
PROFESSOR NADO,1,ESC. PEDRO BRIZOLARA DE SOUZA,Senador,AVANTE,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
OLÍVIO DUTRA,113,ESC. PEDRO BRIZOLARA DE SOUZA,Senador,PT,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
HAMILTON MOURÃO,36,ESC. PEDRO BRIZOLARA DE SOUZA,Senador,REPUBLICANOS,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
COMANDANTE NÁDIA,1,ESC. PEDRO BRIZOLARA DE SOUZA,Senador,PP,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
Nulo,16,ESC. PEDRO BRIZOLARA DE SOUZA,Senador,#NULO#,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
ANA AMÉLIA LEMOS,31,ESC. PEDRO BRIZOLARA DE SOUZA,Senador,PSD,123,3,-31.86662,-52.81605,PEDRO OSÓRIO
