NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,8,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,#NULO#,12,1,-30.85095,-51.81262,CAMAQUÃ
FELIPE D'AVILA,1,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,NOVO,12,1,-30.85095,-51.81262,CAMAQUÃ
Nulo,2,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,#NULO#,12,1,-30.85095,-51.81262,CAMAQUÃ
JAIR BOLSONARO,134,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,PL,12,1,-30.85095,-51.81262,CAMAQUÃ
CIRO GOMES,5,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,PDT,12,1,-30.85095,-51.81262,CAMAQUÃ
LÉO PÉRICLES,1,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,UP,12,1,-30.85095,-51.81262,CAMAQUÃ
LULA,99,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,PT,12,1,-30.85095,-51.81262,CAMAQUÃ
SIMONE TEBET,10,COLÉGIO ESTADUAL SETE DE SETEMBRO,Presidente,MDB,12,1,-30.85095,-51.81262,CAMAQUÃ
LUIS CARLOS HEINZE,9,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,PP,12,1,-30.85095,-51.81262,CAMAQUÃ
EDUARDO LEITE,79,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,PSDB,12,1,-30.85095,-51.81262,CAMAQUÃ
VIEIRA DA CUNHA,3,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,PDT,12,1,-30.85095,-51.81262,CAMAQUÃ
ARGENTA,1,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,PSC,12,1,-30.85095,-51.81262,CAMAQUÃ
Branco,16,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,#NULO#,12,1,-30.85095,-51.81262,CAMAQUÃ
ONYX LORENZONI,95,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,PL,12,1,-30.85095,-51.81262,CAMAQUÃ
EDEGAR PRETTO,53,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,PT,12,1,-30.85095,-51.81262,CAMAQUÃ
Nulo,4,COLÉGIO ESTADUAL SETE DE SETEMBRO,Governador,#NULO#,12,1,-30.85095,-51.81262,CAMAQUÃ
Nulo,13,COLÉGIO ESTADUAL SETE DE SETEMBRO,Senador,#NULO#,12,1,-30.85095,-51.81262,CAMAQUÃ
Branco,29,COLÉGIO ESTADUAL SETE DE SETEMBRO,Senador,#NULO#,12,1,-30.85095,-51.81262,CAMAQUÃ
ANA AMÉLIA LEMOS,40,COLÉGIO ESTADUAL SETE DE SETEMBRO,Senador,PSD,12,1,-30.85095,-51.81262,CAMAQUÃ
OLÍVIO DUTRA,74,COLÉGIO ESTADUAL SETE DE SETEMBRO,Senador,PT,12,1,-30.85095,-51.81262,CAMAQUÃ
FABIANA SANGUINÉ,1,COLÉGIO ESTADUAL SETE DE SETEMBRO,Senador,PSTU,12,1,-30.85095,-51.81262,CAMAQUÃ
HAMILTON MOURÃO,100,COLÉGIO ESTADUAL SETE DE SETEMBRO,Senador,REPUBLICANOS,12,1,-30.85095,-51.81262,CAMAQUÃ
COMANDANTE NÁDIA,3,COLÉGIO ESTADUAL SETE DE SETEMBRO,Senador,PP,12,1,-30.85095,-51.81262,CAMAQUÃ
DANRLEI DE DEUS GOLEIRO,4,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PSD,12,1,-30.85095,-51.81262,CAMAQUÃ
MARCIO BIOLCHI,2,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,MDB,12,1,-30.85095,-51.81262,CAMAQUÃ
TENENTE CORONEL ZUCCO,11,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,REPUBLICANOS,12,1,-30.85095,-51.81262,CAMAQUÃ
PAULO PIMENTA,12,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PT,12,1,-30.85095,-51.81262,CAMAQUÃ
SÉRGIO TURRA,2,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PP,12,1,-30.85095,-51.81262,CAMAQUÃ
JULIANA BRIZOLA,3,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PDT,12,1,-30.85095,-51.81262,CAMAQUÃ
AFONSO HAMM,3,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PP,12,1,-30.85095,-51.81262,CAMAQUÃ
DAIANA SANTOS,2,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PC do B,12,1,-30.85095,-51.81262,CAMAQUÃ
DANIEL TRZECIAK 'DANIEL DA TV',25,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PSDB,12,1,-30.85095,-51.81262,CAMAQUÃ
GIOVANI CHERINI,2,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PL,12,1,-30.85095,-51.81262,CAMAQUÃ
ALEXANDRE LINDENMEYER,7,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PT,12,1,-30.85095,-51.81262,CAMAQUÃ
RENAN SANTOS,1,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,AVANTE,12,1,-30.85095,-51.81262,CAMAQUÃ
MARCEL VAN HATTEM,6,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,NOVO,12,1,-30.85095,-51.81262,CAMAQUÃ
SERGINHO UBIRAJARA,1,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PSB,12,1,-30.85095,-51.81262,CAMAQUÃ
MARLON SANTOS,4,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PL,12,1,-30.85095,-51.81262,CAMAQUÃ
DANIEL MUSSI,2,COLÉGIO ESTADUAL SETE DE SETEMBRO,Deputado Federal,PSD,12,1,-30.85095,-51.81262,CAMAQUÃ
