NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,4,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,#NULO#,58,1,-28.51126,-50.93913,VACARIA
Nulo,9,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,#NULO#,58,1,-28.51126,-50.93913,VACARIA
CIRO GOMES,17,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,PDT,58,1,-28.51126,-50.93913,VACARIA
FERNANDO HADDAD,21,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,PT,58,1,-28.51126,-50.93913,VACARIA
HENRIQUE MEIRELLES,2,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,MDB,58,1,-28.51126,-50.93913,VACARIA
JAIR BOLSONARO,188,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,PSL,58,1,-28.51126,-50.93913,VACARIA
MARINA SILVA,1,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,REDE,58,1,-28.51126,-50.93913,VACARIA
ALVARO DIAS,2,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,PODE,58,1,-28.51126,-50.93913,VACARIA
JOÃO AMOÊDO,8,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,NOVO,58,1,-28.51126,-50.93913,VACARIA
GERALDO ALCKMIN,17,ESCOLA ESTADUAL PROF JOSÉ FERNANDES DE OLIVEIRA,Presidente,PSDB,58,1,-28.51126,-50.93913,VACARIA
Branco,5,JOCKEY CLUB,Presidente,#NULO#,58,10,-28.51465,-50.95939,VACARIA
Nulo,3,JOCKEY CLUB,Presidente,#NULO#,58,10,-28.51465,-50.95939,VACARIA
CIRO GOMES,13,JOCKEY CLUB,Presidente,PDT,58,10,-28.51465,-50.95939,VACARIA
FERNANDO HADDAD,24,JOCKEY CLUB,Presidente,PT,58,10,-28.51465,-50.95939,VACARIA
HENRIQUE MEIRELLES,7,JOCKEY CLUB,Presidente,MDB,58,10,-28.51465,-50.95939,VACARIA
JAIR BOLSONARO,183,JOCKEY CLUB,Presidente,PSL,58,10,-28.51465,-50.95939,VACARIA
MARINA SILVA,2,JOCKEY CLUB,Presidente,REDE,58,10,-28.51465,-50.95939,VACARIA
ALVARO DIAS,2,JOCKEY CLUB,Presidente,PODE,58,10,-28.51465,-50.95939,VACARIA
