NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,14,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,#NULO#,12,100,-30.99416,-52.05137,CRISTAL
Nulo,6,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,#NULO#,12,100,-30.99416,-52.05137,CRISTAL
CIRO GOMES,20,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,PDT,12,100,-30.99416,-52.05137,CRISTAL
FERNANDO HADDAD,75,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,PT,12,100,-30.99416,-52.05137,CRISTAL
HENRIQUE MEIRELLES,5,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,MDB,12,100,-30.99416,-52.05137,CRISTAL
JAIR BOLSONARO,167,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,PSL,12,100,-30.99416,-52.05137,CRISTAL
MARINA SILVA,2,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,REDE,12,100,-30.99416,-52.05137,CRISTAL
JOÃO AMOÊDO,2,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,NOVO,12,100,-30.99416,-52.05137,CRISTAL
GERALDO ALCKMIN,8,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,PSDB,12,100,-30.99416,-52.05137,CRISTAL
GUILHERME BOULOS,1,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,PSOL,12,100,-30.99416,-52.05137,CRISTAL
CABO DACIOLO,1,COLÉGIO ESTADUAL BENTO GONÇALVES DA SILVA,Presidente,PATRI,12,100,-30.99416,-52.05137,CRISTAL
Branco,11,SALAO PAROQUIAL DA IGREJA CATOLICA,Presidente,#NULO#,12,119,-31.00034,-52.04649,CRISTAL
Nulo,7,SALAO PAROQUIAL DA IGREJA CATOLICA,Presidente,#NULO#,12,119,-31.00034,-52.04649,CRISTAL
CIRO GOMES,35,SALAO PAROQUIAL DA IGREJA CATOLICA,Presidente,PDT,12,119,-31.00034,-52.04649,CRISTAL
FERNANDO HADDAD,78,SALAO PAROQUIAL DA IGREJA CATOLICA,Presidente,PT,12,119,-31.00034,-52.04649,CRISTAL
HENRIQUE MEIRELLES,2,SALAO PAROQUIAL DA IGREJA CATOLICA,Presidente,MDB,12,119,-31.00034,-52.04649,CRISTAL
JAIR BOLSONARO,132,SALAO PAROQUIAL DA IGREJA CATOLICA,Presidente,PSL,12,119,-31.00034,-52.04649,CRISTAL
