NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,9,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,#NULO#,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
Nulo,7,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,#NULO#,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
CIRO GOMES,21,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,PDT,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
FERNANDO HADDAD,64,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,PT,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
HENRIQUE MEIRELLES,11,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,MDB,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
JAIR BOLSONARO,131,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,PSL,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
ALVARO DIAS,2,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,PODE,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
JOÃO AMOÊDO,1,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,NOVO,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
GERALDO ALCKMIN,19,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,PSDB,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
GUILHERME BOULOS,1,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,PSOL,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
CABO DACIOLO,1,ESCOLA MUNICIPAL DELFINA DA CUNHA,Presidente,PATRI,130,1,-32.06741,-52.04169,SÃO JOSÉ DO NORTE
Branco,10,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,#NULO#,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
Nulo,15,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,#NULO#,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
CIRO GOMES,30,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,PDT,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
FERNANDO HADDAD,21,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,PT,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
HENRIQUE MEIRELLES,8,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,MDB,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
JAIR BOLSONARO,68,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,PSL,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
MARINA SILVA,6,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,REDE,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
GERALDO ALCKMIN,30,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL TOBIAS DA SILVA,Presidente,PSDB,130,11,-31.88683,-51.97232,SÃO JOSÉ DO NORTE
Branco,3,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VICTAL OTTO GLAESER,Presidente,#NULO#,130,12,-31.89074,-52.04198,SÃO JOSÉ DO NORTE
Nulo,13,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VICTAL OTTO GLAESER,Presidente,#NULO#,130,12,-31.89074,-52.04198,SÃO JOSÉ DO NORTE
