NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
Branco,7,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,#NULO#,5,1,-29.79719,-55.80258,ALEGRETE
Nulo,4,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,#NULO#,5,1,-29.79719,-55.80258,ALEGRETE
CIRO GOMES,30,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,PDT,5,1,-29.79719,-55.80258,ALEGRETE
FERNANDO HADDAD,52,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,PT,5,1,-29.79719,-55.80258,ALEGRETE
HENRIQUE MEIRELLES,4,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,MDB,5,1,-29.79719,-55.80258,ALEGRETE
JAIR BOLSONARO,113,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,PSL,5,1,-29.79719,-55.80258,ALEGRETE
MARINA SILVA,3,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,REDE,5,1,-29.79719,-55.80258,ALEGRETE
ALVARO DIAS,2,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,PODE,5,1,-29.79719,-55.80258,ALEGRETE
JOÃO AMOÊDO,7,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,NOVO,5,1,-29.79719,-55.80258,ALEGRETE
GERALDO ALCKMIN,23,UERGS - UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,Presidente,PSDB,5,1,-29.79719,-55.80258,ALEGRETE
Branco,3,E.E.E. FUND. FREITAS VALLE,Presidente,#NULO#,5,10,-29.7852,-55.78462,ALEGRETE
Nulo,3,E.E.E. FUND. FREITAS VALLE,Presidente,#NULO#,5,10,-29.7852,-55.78462,ALEGRETE
