NM_VOTAVEL,QT_VOTOS,Local,DS_CARGO_PERGUNTA,SG_PARTIDO,NR_ZONA,NR_SECAO,Latitude,Longitude,NM_MUNICIPIO
PASTOR EVERALDO,3,E. E. POMPILIO XAVIER - FOLES,PRESIDENTE,PSC,19,5,-30.7096,-52.42381,AMARAL FERRADOR
MARINA SILVA,11,E. E. POMPILIO XAVIER - FOLES,PRESIDENTE,PSB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
AÉCIO NEVES,64,E. E. POMPILIO XAVIER - FOLES,PRESIDENTE,PSDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
BRANCO,14,E. E. POMPILIO XAVIER - FOLES,PRESIDENTE,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
NULO,3,E. E. POMPILIO XAVIER - FOLES,PRESIDENTE,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
DILMA,136,E. E. POMPILIO XAVIER - FOLES,PRESIDENTE,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
VIEIRA DA CUNHA,15,E. E. POMPILIO XAVIER - FOLES,GOVERNADOR,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
TARSO GENRO,105,E. E. POMPILIO XAVIER - FOLES,GOVERNADOR,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
JOSÉ IVO SARTORI,34,E. E. POMPILIO XAVIER - FOLES,GOVERNADOR,PMDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
BRANCO,24,E. E. POMPILIO XAVIER - FOLES,GOVERNADOR,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
NULO,11,E. E. POMPILIO XAVIER - FOLES,GOVERNADOR,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
ANA AMELIA LEMOS,42,E. E. POMPILIO XAVIER - FOLES,GOVERNADOR,PP,19,5,-30.7096,-52.42381,AMARAL FERRADOR
NULO,16,E. E. POMPILIO XAVIER - FOLES,SENADOR,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
BRANCO,30,E. E. POMPILIO XAVIER - FOLES,SENADOR,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
SIMON,18,E. E. POMPILIO XAVIER - FOLES,SENADOR,PMDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
OLÍVIO DUTRA,89,E. E. POMPILIO XAVIER - FOLES,SENADOR,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
LASIER MARTINS,59,E. E. POMPILIO XAVIER - FOLES,SENADOR,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
SIMONE LEITE,19,E. E. POMPILIO XAVIER - FOLES,SENADOR,PP,19,5,-30.7096,-52.42381,AMARAL FERRADOR
ALCEU MOREIRA,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PMDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
GIOVANI FELTES,3,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PMDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
MÁRCIO BIOLCHI,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PMDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
GAUCHINHO DE DEUS,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PSC,19,5,-30.7096,-52.42381,AMARAL FERRADOR
CAJAR NARDES,2,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PR,19,5,-30.7096,-52.42381,AMARAL FERRADOR
ONYX LORENZONI,7,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,DEM,19,5,-30.7096,-52.42381,AMARAL FERRADOR
BETO GRILL,28,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PSB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
YEDA CRUSIUS,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PSDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
NELSON MARCHEZAN JUNIOR,4,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PSDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
PP,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PP,19,5,-30.7096,-52.42381,AMARAL FERRADOR
PDT,2,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
PT,4,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
PR,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PR,19,5,-30.7096,-52.42381,AMARAL FERRADOR
PMN,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PMN,19,5,-30.7096,-52.42381,AMARAL FERRADOR
PSDB,2,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PSDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
BRANCO,23,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
NULO,5,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,,19,5,-30.7096,-52.42381,AMARAL FERRADOR
CARLOS GOMES,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PRB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
JERÔNIMO GOERGEN,5,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PP,19,5,-30.7096,-52.42381,AMARAL FERRADOR
AFONSO HAMM,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PP,19,5,-30.7096,-52.42381,AMARAL FERRADOR
AFONSO MOTTA,7,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
POMPEO DE MATTOS,16,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
GIOVANI  CHERINI,4,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
SÉRGIO MORAES,58,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PTB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
ELTON PRIMOROSA,2,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PTB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
MARCON,20,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
FERNANDO MARRONI,26,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
RONALDO ZULKE,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
PAULO PIMENTA,2,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
MARCO MAIA,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO FEDERAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
MOISES MACHADO,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PP,19,5,-30.7096,-52.42381,AMARAL FERRADOR
FLAVIO LUIZ LAMMEL,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
GERSON BURMANN,17,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
GILMAR SOSSELLA,18,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
MARLON SANTOS,16,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PDT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
TORTELLI,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
ZÉ NUNES,17,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
EDEGAR PRETTO,15,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PT,19,5,-30.7096,-52.42381,AMARAL FERRADOR
MARCELO MORAES,40,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PTB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
SPEROTTO,3,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PTB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
EDSON BRUM,1,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PMDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
CHIQUINHO CARTEIRO,6,E. E. POMPILIO XAVIER - FOLES,DEPUTADO ESTADUAL,PMDB,19,5,-30.7096,-52.42381,AMARAL FERRADOR
